cw_ra,cw_dec,cw_w1,cw_w1_e,cw_w2,cw_w2_e,cw_pmra,cw_pmra_e,cw_pmdec,cw_pmdec_e,cw_notes,aw_ra,aw_dec,aw_w1,aw_w1_e,aw_w2,aw_w2_e,aw_w3,aw_w3_e,aw_w4,aw_w4_e,aw_pmra,aw_pmra_e,aw_pmdec,aw_pmdec_e,aw_notes,gaia_ra,gaia_dec,gaia_parallax,gaia_parallax_e,gaia_radv,gaia_radv_e,gaia_pmra,gaia_pmra_e,gaia_pmdec,gaia_pmdec_e,gaia_g,gaia_bp,gaia_rp,gaia_notes,vsa_ra,vsa_dec,vsa_j,vsa_j_e,vsa_h,vsa_h_e,vsa_ks,vsa_ks_e,vsa_notes,uks_j,uks_h,uks_k,uks_notes,2mass_ra,2mass_dec,2mass_j,2mass_j_e,2mass_h,2mass_h_e,2mass_ks,2mass_ks_e,2mass_notes,ps_g,ps_r,ps_i,ps_z,ps_y,ps_notes,nsc_g,nsc_r,nsc_i,nsc_z,nsc_notes,galex_nuv,galex_fuv,galex_notes
0.9988243,0.9912922,16.02,0.029,15.923,0.071,0.02766,0.0307,0.02444,0.0282,,0.9988375,0.9912586,15.995,0.059,15.827,0.16,11.839,,8.647,,96,664,198,680,,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,1.0050199428696036,1.0013180707301816,18.868267059326172,0.06051015481352806,18.27156639099121,0.13178715109825134,17.75835609436035,0.1128486767411232,,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
